1767,359,(80|320),2.192855,[1|1|1]
1764,283,(400|361),0.58544433,[44|44|44]
1764,73,(80|334),0.5235006,[176|176|176]
1767,245,(7|354),1.1551411,[202|202|202]
1767,181,(229|360),1.1685628,[0|0|0]
917,265,(253|298),0.8609582,[255|255|255]
1764,332,(454|316),1.1082773,[0|0|0]
1767,146,(440|6),0.77494854,[244|244|244]
1767,254,(238|109),1.6193728,[0|0|0]
1764,30,(150|282),1.131712,[7|7|7]
1764,308,(125|25),2.4152992,[0|0|0]
1767,91,(183|251),0.80207086,[255|255|255]
1767,324,(460|22),1.4839271,[250|250|250]
1767,233,(381|196),1.8107412,[1|1|1]
1767,223,(255|160),0.90851915,[36|36|36]
1767,182,(285|101),0.7785134,[2|2|2]
1767,128,(38|364),0.6406989,[249|249|249]
1767,257,(111|278),0.8235009,[236|236|236]
1767,108,(138|352),0.81308836,[223|223|223]
1610,84,(175|216),1.2681065,[183|183|183]
1764,318,(280|207),0.5702103,[20|20|20]
1767,73,(86|347),0.96398103,[187|187|187]
1764,4,(139|214),2.6721704,[0|0|0]
1610,136,(161|23),1.2094204,[7|7|7]
1766,130,(3|388),2.3787212,[1|1|1]
1767,292,(330|139),1.154668,[65|65|65]
917,47,(0|277),3.6001976,[0|0|0]
1753,12,(244|114),1.0728558,[10|10|10]
1764,244,(465|200),0.6537104,[0|0|0]
1753,126,(86|372),2.5898042,[0|0|0]
1767,12,(347|162),1.053916,[240|240|240]
1610,246,(72|375),1.138748,[187|187|187]
1767,179,(193|161),1.004916,[255|255|255]
1767,189,(241|258),2.6890662,[254|254|254]
1767,204,(129|314),1.5115551,[0|0|0]
1767,174,(455|0),0.7374508,[206|206|206]
1608,250,(200|60),1.0964609,[0|0|0]
1767,118,(155|62),1.3307886,[247|247|247]
917,110,(461|291),1.1558523,[0|0|0]
1766,217,(418|0),2.3619394,[0|0|0]
1767,319,(285|115),0.5804175,[0|0|0]
1766,181,(159|338),2.173553,[0|0|0]
917,331,(167|95),2.3576033,[0|0|0]
917,4,(211|14),2.3820488,[0|0|0]
1764,260,(374|70),0.7127985,[250|250|250]
1767,289,(46|346),1.1667893,[164|164|164]
1767,308,(76|373),0.67624474,[217|217|217]
1764,58,(124|374),0.4527175,[229|229|229]
1767,189,(267|98),0.97422135,[44|44|44]
1767,253,(73|353),1.2388852,[5|5|5]
1608,65,(275|173),0.4943993,[0|0|0]
1767,76,(45|319),0.93155164,[198|198|198]
917,179,(5|137),0.98827904,[255|255|255]
1753,111,(4|372),2.5151002,[0|0|0]
1767,315,(75|282),1.502629,[252|252|252]
1767,81,(239|127),1.4411337,[2|2|2]
1767,124,(484|34),0.84798944,[212|212|212]
1767,326,(366|68),1.285845,[253|253|253]
1767,186,(454|226),1.7844429,[0|0|0]
917,319,(51|269),1.4341635,[0|0|0]
1764,181,(356|315),2.1800878,[0|0|0]
917,20,(297|91),0.5640019,[255|255|255]
917,8,(243|320),0.5706336,[65|65|65]
1764,7,(401|236),0.43367535,[220|220|220]
1767,298,(65|0),1.0655217,[252|252|252]
1767,91,(193|218),1.7981538,[2|2|2]
1764,206,(157|60),1.0061123,[252|252|252]
1610,305,(155|379),1.3069336,[218|218|218]
1766,294,(424|328),0.57116854,[0|0|0]
1753,1,(179|41),0.9481871,[0|0|0]
1767,114,(134|362),0.73430455,[242|242|242]
1764,80,(94|326),1.1856693,[1|1|1]
917,13,(355|278),3.1952956,[0|0|0]
917,170,(344|243),0.8846816,[0|0|0]
1753,328,(440|25),0.17604123,[255|255|255]
1767,267,(222|96),1.4371437,[249|249|249]
1767,26,(157|31),1.5475873,[0|0|0]
917,317,(321|85),0.71360075,[3|3|3]
1767,133,(479|48),0.6512695,[231|231|231]
1764,18,(111|261),0.35239738,[217|217|217]
1767,340,(461|54),0.8634811,[230|230|230]
1767,122,(376|353),2.342455,[255|255|255]
1767,356,(85|12),1.5351502,[0|0|0]
917,52,(412|32),0.68392056,[253|253|253]
1764,255,(63|370),0.3949843,[227|227|227]
1767,189,(213|146),0.88180447,[215|215|215]
1610,300,(125|0),0.87114525,[184|184|184]
1753,142,(283|66),0.88988084,[2|2|2]
1767,244,(211|231),1.301187,[251|251|251]
1764,155,(123|336),0.6237071,[3|3|3]
1767,133,(440|257),0.7707622,[63|63|63]
1767,179,(249|85),1.569143,[242|242|242]
1610,92,(478|16),1.1183583,[254|254|254]
1766,225,(393|374),0.76429194,[214|214|214]
917,204,(442|21),0.69341385,[6|6|6]
1767,12,(336|170),0.8257593,[237|237|237]
1767,2,(114|0),1.3009537,[0|0|0]
1764,164,(409|227),0.66777134,[1|1|1]
1767,7,(248|148),0.5958261,[255|255|255]
1767,143,(81|295),1.1366483,[0|0|0]
1767,132,(391|31),1.544714,[4|4|4]
1767,187,(234|148),0.7591996,[236|236|236]
1767,334,(460|33),0.72992164,[6|6|6]
1767,223,(369|203),0.8694849,[251|251|251]
1610,221,(104|289),2.504655,[1|1|1]
1767,75,(100|269),1.4362245,[1|1|1]
1767,131,(402|39),1.2294687,[255|255|255]
1764,157,(148|279),1.3024884,[1|1|1]
1767,337,(154|164),0.7496205,[234|234|234]
1767,49,(343|137),0.8772737,[245|245|245]
1767,304,(106|255),0.54767686,[203|203|203]
1609,154,(25|372),0.5206697,[230|230|230]
917,206,(508|59),2.7598577,[0|0|0]
1767,90,(193|260),1.3625677,[2|2|2]
1766,49,(178|312),1.3506007,[3|3|3]
1766,103,(122|325),0.529375,[237|237|237]
917,74,(40|304),0.46154642,[187|187|187]
1764,141,(304|178),0.361983,[12|12|12]
1767,7,(322|174),0.747296,[18|18|18]
1766,18,(49|370),1.7729778,[0|0|0]
1767,94,(2|340),0.6320092,[208|208|208]
1610,230,(261|249),0.72431064,[26|26|26]
1767,65,(270|216),0.83013785,[15|15|15]
1767,201,(249|160),0.6351715,[0|0|0]
917,95,(292|140),0.9437144,[4|4|4]
1767,196,(233|84),1.3515402,[251|251|251]
